"simulation_index","MOD_demand_subset","fleet_size","network_name","rq_file","demand_name","vehtype","objective_function","evaluation_int_start","evaluation_int_end","random_seed","start_time","end_time","op_module","op_init_veh_distribution","network_type","sim_env","sumo_t_update","sumo_fcd_vehicles","rerouting_sc","hybrid_router","p_ref","reliable_tt_det","f_det","reliable_tt_prob","k_quantile","sim_declined_rq","rtt_corr_add","op_max_wait_time","routing_behavior_scenario","op_const_boarding_time","routing_behavior_scenario2","Simulated?"
"3050","0.05","100","sumo_example_p_60_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3051","0.05","100","sumo_example_p_70_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3052","0.05","100","sumo_example_p_80_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3053","0.05","100","sumo_example_p_90_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3054","0.05","100","sumo_example_p_95_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3055","0.05","100","sumo_example_p_97_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3056","0.05","100","sumo_example_p_99_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3057","0.05","100","sumo_example_cf_1.1_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3058","0.05","100","sumo_example_cf_1.2_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3059","0.05","100","sumo_example_cf_1.3_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3060","0.05","100","sumo_example_cf_1.4_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3061","0.05","100","sumo_example_cf_1.8_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3062","0.05","100","sumo_example_cf_2.0_s_0-4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3063","0.05","100","sumo_example_static_cf_1.1","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3064","0.05","100","sumo_example_static_cf_1.2","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3065","0.05","100","sumo_example_static_cf_1.3","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3066","0.05","100","sumo_example_static_cf_1.4","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3067","0.05","100","sumo_example_static_cf_1.5","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3068","0.05","100","sumo_example_static_cf_1.8","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"3069","0.05","100","sumo_example_static_cf_2.0","sumo_example_s_03_0.05.csv","sumo_example_s_03_0.05","FP_pooling_vehtype","total_system_time","1800","5400","3","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4000","0.05","0","sumo_example","sumo_example.csv","sumo_example","default_vehtype","total_system_time","0","7200","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4001","0.05","80","sumo_example","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4002","0.05","80","sumo_example_mean_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4003","0.05","80","sumo_example_p_50_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4004","0.05","80","sumo_example_p_60_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4005","0.05","80","sumo_example_p_70_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4006","0.05","80","sumo_example_p_80_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4007","0.05","80","sumo_example_p_90_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4008","0.05","80","sumo_example_p_95_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4009","0.05","80","sumo_example_p_97_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4010","0.05","80","sumo_example_p_99_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4011","0.05","80","sumo_example_cf_1.1_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4012","0.05","80","sumo_example_cf_1.2_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4013","0.05","80","sumo_example_cf_1.3_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4014","0.05","80","sumo_example_cf_1.4_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4015","0.05","80","sumo_example_cf_1.8_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4016","0.05","80","sumo_example_cf_2.0_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4017","0.05","80","sumo_example_static_cf_1.1","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4018","0.05","80","sumo_example_static_cf_1.2","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4019","0.05","80","sumo_example_static_cf_1.3","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4020","0.05","80","sumo_example_static_cf_1.4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4021","0.05","80","sumo_example_static_cf_1.5","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4022","0.05","80","sumo_example_static_cf_1.8","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4023","0.05","80","sumo_example_static_cf_2.0","sumo_example.csv","sumo_example","default_vehtype","total_system_time","4","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4024","0.05","100","sumo_example","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4025","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4026","0.05","100","sumo_example_p_50_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4027","0.05","100","sumo_example_p_60_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4028","0.05","100","sumo_example_p_70_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4029","0.05","100","sumo_example_p_80_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4030","0.05","100","sumo_example_p_90_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4031","0.05","100","sumo_example_p_95_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4032","0.05","100","sumo_example_p_97_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4033","0.05","100","sumo_example_p_99_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4034","0.05","100","sumo_example_cf_1.1_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4035","0.05","100","sumo_example_cf_1.2_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4036","0.05","100","sumo_example_cf_1.3_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4037","0.05","100","sumo_example_cf_1.4_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4038","0.05","100","sumo_example_cf_1.8_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4039","0.05","100","sumo_example_cf_2.0_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4040","0.05","100","sumo_example_static_cf_1.1","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4041","0.05","100","sumo_example_static_cf_1.2","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4042","0.05","100","sumo_example_static_cf_1.3","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4043","0.05","100","sumo_example_static_cf_1.4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4044","0.05","100","sumo_example_static_cf_1.5","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4045","0.05","100","sumo_example_static_cf_1.8","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4046","0.05","100","sumo_example_static_cf_2.0","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_hailing_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4047","0.05","100","sumo_example","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_pooling_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4048","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_pooling_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4049","0.05","100","sumo_example_p_50_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_pooling_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4050","0.05","100","sumo_example_p_60_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_pooling_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4051","0.05","100","sumo_example_p_70_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_pooling_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4052","0.05","100","sumo_example_p_80_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_pooling_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4053","0.05","100","sumo_example_p_90_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_pooling_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4054","0.05","100","sumo_example_p_95_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_pooling_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4055","0.05","100","sumo_example_p_97_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_pooling_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4056","0.05","100","sumo_example_p_99_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_pooling_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4057","0.05","100","sumo_example_cf_1.1_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_pooling_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4058","0.05","100","sumo_example_cf_1.2_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_pooling_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4059","0.05","100","sumo_example_cf_1.3_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_pooling_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4060","0.05","100","sumo_example_cf_1.4_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_pooling_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","0"
"4061","0.05","100","sumo_example_cf_1.8_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_pooling_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4062","0.05","100","sumo_example_cf_2.0_s_0-4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_pooling_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4063","0.05","100","sumo_example_static_cf_1.1","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_pooling_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4064","0.05","100","sumo_example_static_cf_1.2","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_pooling_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4065","0.05","100","sumo_example_static_cf_1.3","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_pooling_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"4066","0.05","100","sumo_example_static_cf_1.4","sumo_example_s_04_0.05.csv","sumo_example_s_04_0.05","FP_pooling_vehtype","total_system_time","1800","5400","4","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
