"simulation_index","MOD_demand_subset","fleet_size","network_name","rq_file","demand_name","vehtype","objective_function","evaluation_int_start","evaluation_int_end","random_seed","start_time","end_time","op_module","op_init_veh_distribution","network_type","sim_env","sumo_t_update","sumo_fcd_vehicles","rerouting_sc","hybrid_router","p_ref","reliable_tt_det","f_det","reliable_tt_prob","k_quantile","sim_declined_rq","rtt_corr_add","op_max_wait_time","routing_behavior_scenario","op_const_boarding_time","routing_behavior_scenario2","Simulated?"
"1015","0.05","80","sumo_example_cf_1.8_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1016","0.05","80","sumo_example_cf_2.0_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1017","0.05","80","sumo_example_static_cf_1.1","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1018","0.05","80","sumo_example_static_cf_1.2","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1019","0.05","80","sumo_example_static_cf_1.3","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1020","0.05","80","sumo_example_static_cf_1.4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1021","0.05","80","sumo_example_static_cf_1.5","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1022","0.05","80","sumo_example_static_cf_1.8","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1023","0.05","80","sumo_example_static_cf_2.0","sumo_example.csv","sumo_example","default_vehtype","total_system_time","1","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1024","0.05","100","sumo_example","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1025","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1026","0.05","100","sumo_example_p_50_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1027","0.05","100","sumo_example_p_60_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1028","0.05","100","sumo_example_p_70_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1029","0.05","100","sumo_example_p_80_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1030","0.05","100","sumo_example_p_90_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1031","0.05","100","sumo_example_p_95_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1032","0.05","100","sumo_example_p_97_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1033","0.05","100","sumo_example_p_99_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1034","0.05","100","sumo_example_cf_1.1_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1035","0.05","100","sumo_example_cf_1.2_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1036","0.05","100","sumo_example_cf_1.3_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1037","0.05","100","sumo_example_cf_1.4_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1038","0.05","100","sumo_example_cf_1.8_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1039","0.05","100","sumo_example_cf_2.0_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1040","0.05","100","sumo_example_static_cf_1.1","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1041","0.05","100","sumo_example_static_cf_1.2","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1042","0.05","100","sumo_example_static_cf_1.3","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1043","0.05","100","sumo_example_static_cf_1.4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1044","0.05","100","sumo_example_static_cf_1.5","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1045","0.05","100","sumo_example_static_cf_1.8","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1046","0.05","100","sumo_example_static_cf_2.0","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_hailing_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1047","0.05","100","sumo_example","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1048","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1049","0.05","100","sumo_example_p_50_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1050","0.05","100","sumo_example_p_60_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1051","0.05","100","sumo_example_p_70_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1052","0.05","100","sumo_example_p_80_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","0"
"1053","0.05","100","sumo_example_p_90_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1054","0.05","100","sumo_example_p_95_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1055","0.05","100","sumo_example_p_97_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1056","0.05","100","sumo_example_p_99_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1057","0.05","100","sumo_example_cf_1.1_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1058","0.05","100","sumo_example_cf_1.2_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1059","0.05","100","sumo_example_cf_1.3_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1060","0.05","100","sumo_example_cf_1.4_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1061","0.05","100","sumo_example_cf_1.8_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1062","0.05","100","sumo_example_cf_2.0_s_0-4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1063","0.05","100","sumo_example_static_cf_1.1","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1064","0.05","100","sumo_example_static_cf_1.2","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1065","0.05","100","sumo_example_static_cf_1.3","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1066","0.05","100","sumo_example_static_cf_1.4","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1067","0.05","100","sumo_example_static_cf_1.5","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1068","0.05","100","sumo_example_static_cf_1.8","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"1069","0.05","100","sumo_example_static_cf_2.0","sumo_example_s_01_0.05.csv","sumo_example_s_01_0.05","FP_pooling_vehtype","total_system_time","1800","5400","1","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2000","0.05","0","sumo_example","sumo_example.csv","sumo_example","default_vehtype","total_system_time","0","7200","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2001","0.05","80","sumo_example","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2002","0.05","80","sumo_example_mean_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2003","0.05","80","sumo_example_p_50_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2004","0.05","80","sumo_example_p_60_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2005","0.05","80","sumo_example_p_70_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2006","0.05","80","sumo_example_p_80_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2007","0.05","80","sumo_example_p_90_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2008","0.05","80","sumo_example_p_95_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2009","0.05","80","sumo_example_p_97_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2010","0.05","80","sumo_example_p_99_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2011","0.05","80","sumo_example_cf_1.1_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2012","0.05","80","sumo_example_cf_1.2_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2013","0.05","80","sumo_example_cf_1.3_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2014","0.05","80","sumo_example_cf_1.4_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2015","0.05","80","sumo_example_cf_1.8_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2016","0.05","80","sumo_example_cf_2.0_s_0-4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2017","0.05","80","sumo_example_static_cf_1.1","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2018","0.05","80","sumo_example_static_cf_1.2","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2019","0.05","80","sumo_example_static_cf_1.3","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2020","0.05","80","sumo_example_static_cf_1.4","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2021","0.05","80","sumo_example_static_cf_1.5","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2022","0.05","80","sumo_example_static_cf_1.8","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2023","0.05","80","sumo_example_static_cf_2.0","sumo_example.csv","sumo_example","default_vehtype","total_system_time","2","7200","0","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2024","0.05","100","sumo_example","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2025","0.05","100","sumo_example_mean_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2026","0.05","100","sumo_example_p_50_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2027","0.05","100","sumo_example_p_60_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2028","0.05","100","sumo_example_p_70_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2029","0.05","100","sumo_example_p_80_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2030","0.05","100","sumo_example_p_90_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2031","0.05","100","sumo_example_p_95_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
"2032","0.05","100","sumo_example_p_97_s_0-4","sumo_example_s_02_0.05.csv","sumo_example_s_02_0.05","FP_hailing_vehtype","total_system_time","1800","5400","2","0","7200","PoolingIRSOnly","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","86400",,,"0","","0","","0","","ignore","0","300","","30","","1"
