"simulation_index","MOD_demand_subset","fleet_size","network_name","vehtype","objective_function","evaluation_int_start","evaluation_int_end","random_seed","start_time","end_time","op_module","demand_base","op_init_veh_distribution","network_type","sim_env","sumo_t_update","sumo_fcd_vehicles","rerouting_sc","hybrid_router","p_ref","reliable_tt_det","f_det","reliable_tt_prob","k_quantile","sim_declined_rq","rtt_corr_add","op_max_wait_time","routing_behavior_scenario","op_const_boarding_time","Simulated?"
"1624","0.05","750","sumo_in_mean_s_0-3_c_0_c_cf_1.02","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","","30","1"
"1625","0.05","750","sumo_in_mean_s_0-3_c_0_c_cf_1.04","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","","30","1"
"1626","0.05","750","sumo_in_mean_s_0-3_c_0_c_cf_1.06","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","","30","1"
"1627","0.05","750","sumo_in_mean_s_0-3_c_0_c_cf_1.08","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","","30","1"
"1628","0.05","750","sumo_in_mean_s_0-3_c_0_c_cf_1.10","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","","30","1"
"1629","0.05","750","sumo_in_mean_s_0-3_c_0_c_cf_1.12","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","","30","1"
"1630","0.05","750","sumo_in_mean_s_0-3_c_0_c_cf_1.14","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","","30","1"
"1631","0.05","750","sumo_in_mean_s_0-3_c_0_c_cf_1.16","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","","30","1"
"1632","0.05","750","sumo_in_mean_s_0-3_c_0_c_cf_1.18","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","","30","1"
"1633","0.05","750","sumo_in_mean_s_0-3_c_0_c_cf_1.20","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","","30","1"
"1634","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","","30","0"
"1635","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1","0","","pv_replacement","0","300","","30","0"
"1636","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.02","0","","pv_replacement","0","300","","30","0"
"1637","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.04","0","","pv_replacement","0","300","","30","0"
"1638","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.06","0","","pv_replacement","0","300","","30","0"
"1639","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.08","0","","pv_replacement","0","300","","30","0"
"1640","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.1","0","","pv_replacement","0","300","","30","0"
"1641","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.12","0","","pv_replacement","0","300","","30","0"
"1642","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.14","0","","pv_replacement","0","300","","30","0"
"1643","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.16","0","","pv_replacement","0","300","","30","0"
"1644","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.18","0","","pv_replacement","0","300","","30","0"
"1645","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.2","0","","pv_replacement","0","300","","30","0"
"1646","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.5","pv_replacement","0","300","","30","0"
"1647","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.55","pv_replacement","0","300","","30","0"
"1648","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.6","pv_replacement","0","300","","30","0"
"1649","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.65","pv_replacement","0","300","","30","0"
"1650","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.7","pv_replacement","0","300","","30","0"
"1651","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.75","pv_replacement","0","300","","30","0"
"1652","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.8","pv_replacement","0","300","","30","0"
"1653","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.85","pv_replacement","0","300","","30","0"
"1654","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.9","pv_replacement","0","300","","30","0"
"1655","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.95","pv_replacement","0","300","","30","0"
"1656","0.1","1500","sumo_in_mean_s_0-3","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.97","pv_replacement","0","300","","30","0"
"1657","0.05","750","sumo_in_mean_s_0-3_c_0_c_cf_1.02","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","306","","31","0"
"1658","0.05","750","sumo_in_mean_s_0-3_c_0_c_cf_1.04","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","312","","31","0"
"1659","0.05","750","sumo_in_mean_s_0-3_c_0_c_cf_1.06","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","318","","32","0"
"1660","0.05","750","sumo_in_mean_s_0-3_c_0_c_cf_1.08","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","324","","32","0"
"1661","0.05","750","sumo_in_mean_s_0-3_c_0_c_cf_1.10","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","330","","33","0"
"1662","0.05","750","sumo_in_mean_s_0-3_c_0_c_cf_1.12","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","336","","34","0"
"1663","0.05","750","sumo_in_mean_s_0-3_c_0_c_cf_1.14","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","342","","34","0"
"1664","0.05","750","sumo_in_mean_s_0-3_c_0_c_cf_1.16","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","348","","35","0"
"1665","0.05","750","sumo_in_mean_s_0-3_c_0_c_cf_1.18","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","354","","35","0"
"1666","0.05","750","sumo_in_mean_s_0-3_c_0_c_cf_1.20","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","360","","36","0"
"1700","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","0","30","0"
"1701","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","1","30","0"
"1702","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","2","30","0"
"1703","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","3","30","0"
"1704","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","4","30","0"
"1705","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","5","30","0"
"1706","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","6","30","0"
"1707","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","7","30","0"
"1708","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","8","30","0"
"1709","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","9","30","0"
"1710","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","10","30","0"
"1711","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","11","30","0"
"1712","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","12","30","0"
"1713","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","13","30","0"
"1714","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","14","30","0"
"1715","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","15","30","0"
"1716","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","16","30","0"
"1717","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","17","30","0"
"1718","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","18","30","0"
"1719","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","19","30","0"
"1720","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","20","30","0"
"1721","0.05","750","sumo_in_mean_s_0-3_c_0","FP_hailing_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustmentIndividual","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","21","30","0"
"1722","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","0","","pv_replacement","0","300","","30","1"
"1723","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1","0","","pv_replacement","0","300","","30","1"
"1724","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.02","0","","pv_replacement","0","300","","30","1"
"1725","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.04","0","","pv_replacement","0","300","","30","1"
"1726","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.06","0","","pv_replacement","0","300","","30","1"
"1727","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.08","0","","pv_replacement","0","300","","30","1"
"1728","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.1","0","","pv_replacement","0","300","","30","1"
"1729","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.12","0","","pv_replacement","0","300","","30","1"
"1730","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.14","0","","pv_replacement","0","300","","30","1"
"1731","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.16","0","","pv_replacement","0","300","","30","1"
"1732","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.18","0","","pv_replacement","0","300","","30","1"
"1733","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","1","1.2","0","","pv_replacement","0","300","","30","1"
"1734","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.5","pv_replacement","0","300","","30","1"
"1735","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.55","pv_replacement","0","300","","30","1"
"1736","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.6","pv_replacement","0","300","","30","1"
"1737","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.65","pv_replacement","0","300","","30","1"
"1738","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.7","pv_replacement","0","300","","30","1"
"1739","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.75","pv_replacement","0","300","","30","1"
"1740","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.8","pv_replacement","0","300","","30","1"
"1741","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.85","pv_replacement","0","300","","30","1"
"1742","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.9","pv_replacement","0","300","","30","1"
"1743","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.95","pv_replacement","0","300","","30","1"
"1744","0.05","750","sumo_in_mean_s_0-3_c_0","FP_pooling_vehtype","total_system_time","21600","28800","1","18000","32400","PoolingIRSOnlyOfferAdjustment","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","",,,"0","","0","","1","0.97","pv_replacement","0","300","","30","1"
