from_node,to_node,edge_tt,distance,source_edge_id,edge_var
73780.0,73781.0,0.14,0.2,156597524#0,0.0
73782.0,73783.0,1.56,17.9,156597526,0.0
73794.0,73795.0,15.31,69.15,156597529#0,0.0
73796.0,73797.0,8.72,62.0,156597530#0,0.0
73798.0,73799.0,4.0,51.79,156597532#0,0.0
73800.0,73801.0,32.74,318.07,156597532#1,0.0
73802.0,73803.0,23.05,173.45,156597534#0,0.0
73804.0,73805.0,21.94,161.74,156597534#1,0.0
73806.0,73807.0,38.99,285.35,156597536,0.0
73808.0,73809.0,44.33,561.77,156597540#0,0.0
73810.0,73811.0,24.86,309.39,156597541,0.0
73814.0,73815.0,0.77,3.85,156597546#1,0.0
73816.0,73817.0,1.32,12.26,156597547,0.0
73822.0,73823.0,8.36,110.39,156622759,0.0
73830.0,73831.0,23.57,47.38,156649521#0,0.0
73832.0,73833.0,3.31,16.95,156649521#2,0.0
73844.0,73845.0,6.01,48.0,156817084#1,0.0
73846.0,73847.0,8.12,69.13,156817084#2,0.0
73854.0,73855.0,12.72,159.95,156947339#2,0.0
73856.0,73857.0,3.98,56.18,156947339#3,0.0
73858.0,73859.0,4.98,78.18,156947339#4,0.0
73860.0,73861.0,4.94,77.36,156947339#5,0.0
73862.0,73863.0,21.85,171.66,156952496#0,0.0
73864.0,73865.0,1.05,8.18,156952496#1,0.0
73866.0,73867.0,0.1,0.76,156952498,0.0
73868.0,73869.0,24.86,205.55,156961558,0.0
73882.0,73883.0,12.76,177.01,157045571#0,0.0
73884.0,73885.0,19.78,269.04,157045571#1,0.0
73886.0,73887.0,5.68,74.47,157046129#2,0.0
73888.0,73889.0,3.6,43.54,157046130#1,0.0
73890.0,73891.0,3.56,46.34,157046130#2,0.0
73892.0,73893.0,13.48,100.17,157110895#0,0.0
73894.0,73895.0,18.04,113.08,157110895#1,0.0
73896.0,73897.0,15.88,115.4,157110895#2,0.0
73898.0,73899.0,7.61,60.32,157110895#3,0.0
73900.0,73901.0,25.34,167.83,157110895#4,0.0
73904.0,73905.0,21.72,179.07,157110898#1,0.0
73908.0,73909.0,29.17,339.88,157209164,0.0
73914.0,73915.0,26.26,201.23,157390073#0,0.0
73920.0,73921.0,36.04,213.01,15742231#2,0.0
73926.0,73927.0,16.02,232.74,15742348,0.0
73932.0,73933.0,23.53,173.01,157449719#1,0.0
73934.0,73935.0,26.91,200.59,157449719#2,0.0
73936.0,73937.0,20.96,158.88,157449735#1,0.0
73938.0,73939.0,14.49,109.42,157449735#2,0.0
73940.0,73941.0,29.63,212.08,157449735#3,0.0
73944.0,73945.0,20.15,136.91,157449738#2,0.0
73946.0,73947.0,4.41,28.52,157449738#3,0.0
73948.0,73949.0,19.15,130.85,157449738#4,0.0
73950.0,73951.0,17.3,116.24,157449740#0,0.0
73952.0,73953.0,29.97,233.27,157449740#1,0.0
73954.0,73955.0,26.0,164.9,157449741#1,0.0
73956.0,73957.0,43.22,269.72,157449741#2,0.0
73962.0,73963.0,13.72,91.98,157449749,0.0
73964.0,73965.0,7.26,51.49,157449752#1,0.0
73966.0,73967.0,15.1,101.8,157449754#0,0.0
73968.0,73969.0,14.04,99.18,157449754#1,0.0
73974.0,73975.0,17.09,244.95,157574267,0.0
73976.0,73977.0,17.86,284.67,157574268,0.0
73984.0,73985.0,19.43,228.62,157658302#0,0.0
73992.0,73993.0,10.41,100.37,157669323,0.0
73994.0,73995.0,4.75,31.83,157671155,0.0
73996.0,73997.0,74.76,552.47,157717100,0.0
73998.0,73999.0,6.44,47.16,157738662#0,0.0
74000.0,74001.0,20.34,151.15,157738662#1,0.0
74002.0,74003.0,25.03,180.76,157738662#2,0.0
74004.0,74005.0,17.13,134.65,157738662#3,0.0
74006.0,74007.0,26.02,502.31,157743391,0.0
74016.0,74017.0,6.79,15.96,158023908#0,0.0
74018.0,74019.0,24.38,181.49,158023913#0,0.0
74022.0,74023.0,6.27,69.89,15805101#1,0.0
74024.0,74025.0,15.12,81.96,158184086#0,0.0
74034.0,74035.0,29.38,230.26,158184089#4,0.0
74036.0,74037.0,9.53,120.93,158184091#1,0.0
74038.0,74039.0,22.15,302.79,158184091#2,0.0
74040.0,74041.0,10.57,144.25,158184091#3,0.0
74042.0,74043.0,8.34,114.01,158184091#4,0.0
74044.0,74045.0,26.26,179.65,158184094#0,0.0
74062.0,74063.0,1.2,5.62,158579647#0,0.0
74064.0,74065.0,25.16,243.66,158579647#1,0.0
74066.0,74067.0,7.42,73.73,158579651#0,0.0
74078.0,74079.0,43.68,298.55,158579656#1,0.0
74080.0,74081.0,28.57,232.63,158579656#6,0.0
74082.0,74083.0,22.0,145.02,158579656#7,0.0
74084.0,74085.0,5.31,68.63,158579659#1,0.0
74086.0,74087.0,14.39,198.89,158579659#2,0.0
74088.0,74089.0,0.02,0.2,158579659#3,0.0
74090.0,74091.0,25.63,249.12,158579659#4,0.0
74092.0,74093.0,9.6,74.81,158580712#0,0.0
74100.0,74101.0,7.98,68.88,158580754,0.0
74110.0,74111.0,9.71,66.17,159081772#1,0.0
74112.0,74113.0,3.51,28.84,159081773,0.0
74114.0,74115.0,2.92,33.12,159081774#1,0.0
74116.0,74117.0,46.43,338.2,159081776,0.0
74120.0,74121.0,0.66,2.28,159155848,0.0
74122.0,74123.0,0.03,0.23,159155856,0.0
74124.0,74125.0,1.35,11.96,159155869,0.0
74130.0,74131.0,9.57,155.23,159294607#1,0.0
74132.0,74133.0,5.69,84.36,159294607#2,0.0
74134.0,74135.0,7.66,112.96,159296828,0.0
74136.0,74137.0,10.23,155.27,159302497#1,0.0
74138.0,74139.0,7.42,115.49,159418807,0.0
74146.0,74147.0,18.85,131.81,159515429,0.0
74150.0,74151.0,1.86,22.46,15971197#0,0.0
74152.0,74153.0,11.2,144.83,15971197#1,0.0
74162.0,74163.0,32.71,260.35,15992624#0,0.0
74188.0,74189.0,16.75,132.39,15993222#0,0.0
74190.0,74191.0,16.23,126.3,15993222#1,0.0
74192.0,74193.0,19.51,151.87,15993222#2,0.0
74206.0,74207.0,48.73,383.0,15994153,0.0
74210.0,74211.0,11.34,83.48,15994271#1,0.0
74212.0,74213.0,16.93,133.31,15995066,0.0
74216.0,74217.0,6.97,52.39,15995139#1,0.0
74218.0,74219.0,14.72,115.79,15995139#2,0.0
74220.0,74221.0,11.91,72.4,15995173,0.0
74222.0,74223.0,14.02,108.32,160130930,0.0
74226.0,74227.0,26.26,289.75,160130942,0.0
74228.0,74229.0,22.54,303.25,160130945#1,0.0
74230.0,74231.0,27.02,173.86,160130954,0.0
74234.0,74235.0,16.82,215.11,160130963#2,0.0
74236.0,74237.0,10.25,99.86,160130963#3,0.0
74238.0,74239.0,6.89,83.09,160130967#1,0.0
74240.0,74241.0,11.87,155.53,160130967#2,0.0
74242.0,74243.0,6.06,75.66,160130967#3,0.0
74244.0,74245.0,10.11,133.58,160130967#4,0.0
74246.0,74247.0,8.74,116.03,160130967#5,0.0
74252.0,74253.0,6.58,86.51,160343967#1,0.0
74254.0,74255.0,4.47,54.5,160346478#2,0.0
74258.0,74259.0,29.48,243.02,160393220,0.0
74278.0,74279.0,5.47,76.68,160765508#3,0.0
74280.0,74281.0,16.6,220.86,160765508#5,0.0
74282.0,74283.0,4.11,55.93,160765508#6,0.0
74284.0,74285.0,2.01,20.91,160765508#8,0.0
74286.0,74287.0,7.81,55.06,160765519#0,0.0
74288.0,74289.0,4.92,35.8,160765519#1,0.0
74290.0,74291.0,8.87,120.75,160765597#0,0.0
74292.0,74293.0,7.54,102.47,160765597#1,0.0
74302.0,74303.0,10.79,96.51,160913105#0,0.0
74306.0,74307.0,3.97,34.06,16093956#1,0.0
74308.0,74309.0,8.64,112.18,16095526#1,0.0
74310.0,74311.0,3.12,39.25,16095526#2,0.0
74312.0,74313.0,3.92,31.87,160968641,0.0
74314.0,74315.0,8.38,97.61,160971191#1,0.0
74316.0,74317.0,17.76,49.16,160971194#0,0.0
74318.0,74319.0,23.6,80.76,160971198#0,0.0
74320.0,74321.0,13.28,25.92,160971199#0,0.0
74322.0,74323.0,13.13,128.48,160971204#1,0.0
74326.0,74327.0,5.62,35.58,16112362#1,0.0
74328.0,74329.0,18.17,142.74,16113660#0,0.0
74332.0,74333.0,4.52,34.15,161241447,0.0
74334.0,74335.0,5.07,32.59,161241449#0,0.0
74336.0,74337.0,25.2,320.62,161241449#2,0.0
74338.0,74339.0,22.76,270.07,161241452#1,0.0
74340.0,74341.0,8.12,82.63,161241452#2,0.0
74342.0,74343.0,18.91,209.25,161275569#2,0.0
74344.0,74345.0,15.47,113.41,16140800,0.0
74346.0,74347.0,22.15,152.07,16141447#0,0.0
74348.0,74349.0,9.71,73.55,16141447#1,0.0
74350.0,74351.0,8.69,111.92,16141485#1,0.0
74352.0,74353.0,15.33,195.53,16141485#2,0.0
74354.0,74355.0,4.49,46.75,16141485#3,0.0
74356.0,74357.0,20.74,182.99,16141514,0.0
74358.0,74359.0,6.07,53.31,16141576#0,0.0
74366.0,74367.0,1.16,5.73,161463133,0.0
74368.0,74369.0,6.18,69.07,161584632,0.0
74388.0,74389.0,42.82,305.86,161677837#7,0.0
74390.0,74391.0,14.37,177.71,161677861#0,0.0
74392.0,74393.0,11.96,98.74,161677861#1,0.0
74394.0,74395.0,1.34,5.06,161677861#2,0.0
74408.0,74409.0,18.77,163.45,161753875,0.0
74410.0,74411.0,7.41,61.21,161754079#0,0.0
74412.0,74413.0,29.84,237.44,161754079#1,0.0
74414.0,74415.0,15.49,121.79,161754093#0,0.0
74416.0,74417.0,13.72,111.67,161754093#1,0.0
74418.0,74419.0,23.35,106.85,161754093#2,0.0
74420.0,74421.0,8.2,70.44,161754580#1,0.0
74422.0,74423.0,13.63,148.36,161755128#1,0.0
74424.0,74425.0,7.15,76.08,161755128#2,0.0
74426.0,74427.0,3.7,27.12,161755129#0,0.0
74428.0,74429.0,2.8,21.82,161755129#2,0.0
74430.0,74431.0,1.21,9.25,161755129#3,0.0
74432.0,74433.0,24.86,187.54,161755130#0,0.0
74434.0,74435.0,19.28,136.41,161755130#1,0.0
74436.0,74437.0,12.33,101.58,161777868#0,0.0
74438.0,74439.0,16.72,124.37,161777868#1,0.0
74440.0,74441.0,12.95,104.98,161777868#2,0.0
74442.0,74443.0,5.19,40.79,161777868#4,0.0
74444.0,74445.0,36.1,418.36,161883479#1,0.0
74446.0,74447.0,8.18,88.3,161883479#2,0.0
74448.0,74449.0,15.45,147.68,161883479#3,0.0
74450.0,74451.0,5.05,28.2,161885386,0.0
74452.0,74453.0,0.02,0.2,161891747#0,0.0
74454.0,74455.0,0.41,4.32,161891747#1,0.0
74456.0,74457.0,0.14,1.66,161891747#2,0.0
74458.0,74459.0,0.69,5.78,161891747#3,0.0
74462.0,74463.0,0.75,5.75,161891747#5,0.0
74464.0,74465.0,0.09,0.85,161891747#6,0.0
74466.0,74467.0,0.73,5.87,161891747#7,0.0
74468.0,74469.0,61.45,328.66,161897995,0.0
74470.0,74471.0,7.54,62.25,161897996#1,0.0
74474.0,74475.0,20.87,169.2,162120177,0.0
74476.0,74477.0,34.47,274.08,162120178#1,0.0
74482.0,74483.0,50.14,373.42,16215964,0.0
74488.0,74489.0,20.43,146.42,16216520,0.0
74500.0,74501.0,21.61,167.61,16237659#0,0.0
74502.0,74503.0,10.3,82.49,16237659#1,0.0
74504.0,74505.0,52.91,382.95,16237659#2,0.0
74506.0,74507.0,14.6,133.62,16237666,0.0
74508.0,74509.0,25.09,182.51,16237735#0,0.0
74510.0,74511.0,18.94,139.79,16237735#1,0.0
74514.0,74515.0,51.83,400.54,16237828#0,0.0
74516.0,74517.0,12.06,93.65,16237828#1,0.0
74518.0,74519.0,11.02,83.13,16237828#2,0.0
74520.0,74521.0,15.12,117.15,16237828#3,0.0
74522.0,74523.0,12.23,87.28,16237828#5,0.0
74524.0,74525.0,10.23,78.74,16237828#6,0.0
74526.0,74527.0,9.0,67.26,16237833#0,0.0
74528.0,74529.0,9.08,74.13,16237833#1,0.0
74530.0,74531.0,8.67,67.94,16237833#2,0.0
74532.0,74533.0,8.07,65.36,16237833#3,0.0
74542.0,74543.0,18.44,141.02,16237917#0,0.0
74548.0,74549.0,25.68,180.95,16238047,0.0
74550.0,74551.0,24.51,176.53,16238114#0,0.0
74552.0,74553.0,17.12,110.58,16238114#1,0.0
74560.0,74561.0,15.03,112.21,16238345#0,0.0
74564.0,74565.0,8.85,68.7,16238345#2,0.0
74566.0,74567.0,8.8,67.94,16238345#3,0.0
74568.0,74569.0,19.91,165.68,16238407#0,0.0
74570.0,74571.0,9.37,76.55,16238407#1,0.0
74580.0,74581.0,46.43,392.24,16238590,0.0
74584.0,74585.0,46.53,358.43,16238842,0.0
74586.0,74587.0,15.18,159.45,16238887,0.0
74588.0,74589.0,28.34,320.09,16238941,0.0
74592.0,74593.0,6.05,42.79,16239010#1,0.0
74596.0,74597.0,20.69,167.01,16239128#1,0.0
74602.0,74603.0,18.57,130.43,16239219#1,0.0
74606.0,74607.0,41.9,328.45,16239219#3,0.0
74608.0,74609.0,31.4,194.95,16239275#1,0.0
74622.0,74623.0,9.04,66.71,16239408#1,0.0
74624.0,74625.0,5.42,40.18,16239408#2,0.0
74626.0,74627.0,9.43,46.15,16239408#3,0.0
74632.0,74633.0,16.34,105.19,16239534#2,0.0
74634.0,74635.0,11.41,85.01,16239534#3,0.0
74636.0,74637.0,19.38,129.57,16239612#1,0.0
74638.0,74639.0,28.9,225.77,16239710,0.0
74640.0,74641.0,24.14,215.89,16239744,0.0
74642.0,74643.0,22.61,166.3,16239793#0,0.0
74644.0,74645.0,30.01,219.01,16239793#1,0.0
74646.0,74647.0,30.77,231.56,16239793#2,0.0
74648.0,74649.0,37.92,271.85,16239893#0,0.0
74650.0,74651.0,57.18,398.19,16239893#1,0.0
74656.0,74657.0,31.21,222.58,16240092#0,0.0
74658.0,74659.0,6.57,46.59,16240092#1,0.0
74662.0,74663.0,25.9,306.23,16240305,0.0
74664.0,74665.0,168.14,2190.04,16266560,0.0
74674.0,74675.0,11.72,84.09,16266693#2,0.0
74676.0,74677.0,18.7,137.81,16266706,0.0
74680.0,74681.0,26.93,236.09,16266724,0.0
74682.0,74683.0,37.59,270.81,16266731,0.0
74690.0,74691.0,10.37,51.32,16274784#0,0.0
74692.0,74693.0,58.46,445.15,16274784#1,0.0
74694.0,74695.0,18.6,222.56,16274983#0,0.0
74700.0,74701.0,12.17,92.96,162915320#1,0.0
74702.0,74703.0,5.95,82.12,162964323#0,0.0
74704.0,74705.0,23.53,175.85,162964323#1,0.0
74706.0,74707.0,5.18,59.28,162965649#1,0.0
74708.0,74709.0,26.84,319.15,162965649#3,0.0
74710.0,74711.0,26.88,321.88,162965650#1,0.0
74714.0,74715.0,12.85,104.33,16307408#0,0.0
74716.0,74717.0,19.59,150.04,16307408#1,0.0
74750.0,74751.0,38.14,286.45,16309314#0,0.0
74752.0,74753.0,23.85,189.28,16309314#1,0.0
74758.0,74759.0,18.71,143.63,163196852,0.0
74760.0,74761.0,6.84,90.39,163197026#1,0.0
74762.0,74763.0,17.01,180.31,163197027#1,0.0
74764.0,74765.0,7.59,93.23,163197027#4,0.0
74766.0,74767.0,32.07,225.5,163208792,0.0
74768.0,74769.0,14.2,116.86,163209069#1,0.0
74770.0,74771.0,34.1,294.71,163209200,0.0
74772.0,74773.0,12.45,104.7,163379148#0,0.0
74774.0,74775.0,20.9,176.08,163379148#1,0.0
74776.0,74777.0,27.64,184.11,163379148#2,0.0
74780.0,74781.0,31.39,189.47,16343840#0,0.0
74782.0,74783.0,6.39,46.77,16343840#1,0.0
74786.0,74787.0,16.32,115.08,163507840#0,0.0
74788.0,74789.0,4.33,30.61,163507840#1,0.0
74790.0,74791.0,1.45,12.26,163507841#0,0.0
74792.0,74793.0,8.61,39.81,163507841#1,0.0
74794.0,74795.0,8.43,40.06,16355206#0,0.0
74796.0,74797.0,9.96,74.51,16355206#1,0.0
74798.0,74799.0,8.92,71.03,16355206#2,0.0
74800.0,74801.0,9.83,72.74,16355206#3,0.0
74802.0,74803.0,10.09,77.45,16355206#4,0.0
74804.0,74805.0,9.24,71.19,16355206#5,0.0
74806.0,74807.0,9.56,73.27,16355206#6,0.0
74808.0,74809.0,8.58,66.2,16355206#7,0.0
74814.0,74815.0,30.79,229.64,16355208,0.0
74816.0,74817.0,22.69,155.9,16355531#0,0.0
74818.0,74819.0,16.38,120.69,16355531#1,0.0
74820.0,74821.0,11.13,85.95,16355532,0.0
74826.0,74827.0,14.49,105.08,16355536#1,0.0
74830.0,74831.0,2.35,14.39,16355536#2,0.0
74836.0,74837.0,23.49,163.11,16355536#6,0.0
74842.0,74843.0,23.12,181.14,163607786#0,0.0
74844.0,74845.0,36.05,280.6,163607786#1,0.0
74846.0,74847.0,2.18,29.35,16364543#0,0.0
74848.0,74849.0,5.41,67.88,16364543#1,0.0
74850.0,74851.0,0.03,0.2,163649860,0.0
74856.0,74857.0,18.03,113.74,16366184#2,0.0
74858.0,74859.0,16.23,200.05,16366185#0,0.0
74860.0,74861.0,10.75,123.98,16366185#1,0.0
74862.0,74863.0,30.48,239.23,16366186,0.0
74868.0,74869.0,12.57,166.14,16366189,0.0
74870.0,74871.0,14.48,119.91,16366192#0,0.0
74872.0,74873.0,10.15,50.12,16366192#1,0.0
74876.0,74877.0,14.03,91.85,16366195#0,0.0
74880.0,74881.0,19.35,144.83,16366195#2,0.0
74882.0,74883.0,19.06,143.38,16366199#0,0.0
74884.0,74885.0,4.51,36.78,16366199#1,0.0
74890.0,74891.0,16.44,119.42,16366201#2,0.0
74892.0,74893.0,5.9,32.41,16374191#1,0.0
74896.0,74897.0,10.58,94.91,163937936,0.0
74898.0,74899.0,0.32,4.33,164038937#0,0.0
74900.0,74901.0,5.77,77.88,164038937#1,0.0
74902.0,74903.0,5.93,79.77,164038937#2,0.0
74904.0,74905.0,52.71,681.04,164038937#3,0.0
74908.0,74909.0,14.06,185.11,16416331#3,0.0
74910.0,74911.0,22.74,297.74,16416331#4,0.0
74944.0,74945.0,9.84,71.86,16417969#1,0.0
74946.0,74947.0,13.31,98.7,16417969#2,0.0
74950.0,74951.0,10.9,77.0,16418061,0.0
74966.0,74967.0,30.93,212.72,16418546#5,0.0
74984.0,74985.0,78.92,599.09,16419385,0.0
75004.0,75005.0,7.22,11.39,16420296#0,0.0
75006.0,75007.0,17.83,199.7,16420296#2,0.0
75008.0,75009.0,0.96,12.81,16420296#3,0.0
75010.0,75011.0,6.98,92.92,16420296#4,0.0
75012.0,75013.0,6.57,87.36,16420296#5,0.0
75014.0,75015.0,7.06,94.2,16420296#6,0.0
75016.0,75017.0,15.13,96.42,16420296#7,0.0
75038.0,75039.0,41.45,312.13,16421307#0,0.0
75040.0,75041.0,2.83,19.75,16421307#1,0.0
75050.0,75051.0,8.55,60.87,164510871#1,0.0
75068.0,75069.0,10.14,89.79,164927490#0,0.0
75072.0,75073.0,3.66,45.91,164927496,0.0
75074.0,75075.0,8.26,104.95,164927497#2,0.0
75078.0,75079.0,7.39,81.94,164927517,0.0
75082.0,75083.0,4.52,15.43,165006276,0.0
75088.0,75089.0,7.37,90.24,165041429#1,0.0
75090.0,75091.0,6.03,77.95,165041429#2,0.0
75096.0,75097.0,2.04,16.13,165153947#0,0.0
75140.0,75141.0,4.51,35.87,165252169,0.0
75142.0,75143.0,9.72,115.63,165287364#1,0.0
75144.0,75145.0,5.05,45.15,165288033#0,0.0
75146.0,75147.0,0.67,4.13,165288033#1,0.0
75148.0,75149.0,26.55,348.15,165291123,0.0
75150.0,75151.0,28.36,360.11,165291125,0.0
75154.0,75155.0,4.07,29.37,165292181#0,0.0
75162.0,75163.0,54.75,1052.44,165356205,0.0
75164.0,75165.0,6.5,47.98,165415452,0.0
75166.0,75167.0,6.13,48.3,165415454,0.0
75168.0,75169.0,9.04,44.5,165415464#0,0.0
75170.0,75171.0,53.73,687.32,165420541,0.0
75172.0,75173.0,18.5,252.23,165420542,0.0
75174.0,75175.0,39.05,508.86,165438137#1,0.0
75184.0,75185.0,43.28,295.92,16567978#2,0.0
75194.0,75195.0,2.05,16.68,16577507,0.0
75200.0,75201.0,3.12,19.93,165842676,0.0
75204.0,75205.0,20.58,164.02,165885550,0.0
75206.0,75207.0,29.65,210.41,165940366#1,0.0
75208.0,75209.0,11.63,77.59,165951045#1,0.0
75216.0,75217.0,20.3,222.99,166095115#1,0.0
75218.0,75219.0,5.43,65.34,166142947,0.0
75220.0,75221.0,3.46,21.1,166142948,0.0
75222.0,75223.0,5.43,67.56,166142951,0.0
75224.0,75225.0,9.5,106.58,166260138#1,0.0
75226.0,75227.0,9.76,122.97,166260139,0.0
75228.0,75229.0,9.87,130.53,166260140,0.0
75230.0,75231.0,13.69,191.43,166264426#0,0.0
75232.0,75233.0,9.09,89.43,166264426#1,0.0
75234.0,75235.0,25.93,362.75,166264426#5,0.0
75238.0,75239.0,43.97,569.88,166482116#0,0.0
75240.0,75241.0,5.24,69.18,166482119,0.0
75242.0,75243.0,4.88,36.64,166482123#0,0.0
75244.0,75245.0,5.12,68.98,166482124,0.0
75246.0,75247.0,17.11,181.13,166645719#10,0.0
75248.0,75249.0,12.15,155.49,166645719#3,0.0
75250.0,75251.0,18.38,227.65,166645719#4,0.0
75252.0,75253.0,22.32,291.1,166645719#9,0.0
75254.0,75255.0,21.04,272.54,166645720#2,0.0
75256.0,75257.0,8.72,104.41,166645723#0,0.0
75258.0,75259.0,9.14,34.19,166645723#1,0.0
75262.0,75263.0,9.23,67.56,166760388,0.0
75264.0,75265.0,15.6,100.69,1667603880,0.0
75282.0,75283.0,12.51,173.04,167070931#0,0.0
75284.0,75285.0,32.71,298.56,167070931#1,0.0
75286.0,75287.0,17.74,190.75,167072128,0.0
75288.0,75289.0,14.12,236.9,167072131,0.0
75290.0,75291.0,27.11,171.95,167162655#0,0.0
75292.0,75293.0,79.53,568.0,167162655#1,0.0
75294.0,75295.0,51.98,308.26,167250849#0,0.0
75296.0,75297.0,3.12,24.79,167319505#0,0.0
75298.0,75299.0,3.18,24.87,167319505#1,0.0
75300.0,75301.0,1.57,11.91,167319505#2,0.0
75302.0,75303.0,9.5,125.12,167320266#0,0.0
75304.0,75305.0,22.39,284.0,167410407#0,0.0
75306.0,75307.0,21.97,280.82,167410407#1,0.0
75308.0,75309.0,12.3,159.72,167410408#0,0.0
75310.0,75311.0,9.39,120.34,167410408#1,0.0
75320.0,75321.0,37.09,309.23,16750372,0.0
75326.0,75327.0,5.29,73.57,16769178,0.0
75328.0,75329.0,8.23,61.57,16806095,0.0
75330.0,75331.0,9.01,56.36,168086162,0.0
75332.0,75333.0,4.54,50.88,168307255#0,0.0
75334.0,75335.0,13.66,177.94,168307255#1,0.0
75336.0,75337.0,1.23,8.32,168307259#0,0.0
75338.0,75339.0,37.35,289.38,168307259#1,0.0
75340.0,75341.0,0.9,7.03,168309241#1,0.0
75342.0,75343.0,0.05,0.2,168514765#1,0.0
75344.0,75345.0,20.13,281.93,168515533#1,0.0
75346.0,75347.0,9.87,145.34,168515533#4,0.0
75348.0,75349.0,24.72,193.11,16857792#0,0.0
75350.0,75351.0,14.83,114.51,16857792#1,0.0
75352.0,75353.0,13.27,106.99,16857792#2,0.0
75362.0,75363.0,22.7,173.31,16857794#2,0.0
75364.0,75365.0,11.38,153.38,16857795#0,0.0
75366.0,75367.0,1.64,23.11,16857795#2,0.0
75368.0,75369.0,17.36,125.87,16857796#0,0.0
75370.0,75371.0,13.15,96.47,16857796#1,0.0
75384.0,75385.0,18.52,139.3,16866586#0,0.0
75396.0,75397.0,54.63,300.8,16866590#2,0.0
75418.0,75419.0,13.41,157.27,16867992,0.0
75420.0,75421.0,0.02,0.2,16867994,0.0
75422.0,75423.0,4.56,63.98,168802686,0.0
75424.0,75425.0,3.16,41.07,168802687#1,0.0
75456.0,75457.0,5.97,52.97,168889126#13,0.0
75458.0,75459.0,14.41,127.0,168889126#14,0.0
75464.0,75465.0,24.02,159.86,168889126#9,0.0
75466.0,75467.0,12.53,109.43,168890013#0,0.0
75474.0,75475.0,14.37,110.0,168894615#0,0.0
75476.0,75477.0,14.72,110.68,168894615#1,0.0
75482.0,75483.0,31.39,147.19,168896326#0,0.0
75488.0,75489.0,4.8,40.84,168903524#1,0.0
75490.0,75491.0,4.54,33.13,168903524#2,0.0
75492.0,75493.0,2.85,21.72,168903524#3,0.0
75494.0,75495.0,6.71,38.04,168903524#4,0.0
75526.0,75527.0,22.13,144.92,168910685,0.0
75528.0,75529.0,14.35,125.41,168913091#0,0.0
75530.0,75531.0,8.17,62.03,168913243,0.0
75532.0,75533.0,13.38,106.25,168917742#2,0.0
75534.0,75535.0,12.86,92.3,168917742#3,0.0
75536.0,75537.0,20.61,154.45,168917746,0.0
75538.0,75539.0,11.82,83.19,168917748#0,0.0
75540.0,75541.0,16.64,150.94,168917748#1,0.0
75546.0,75547.0,10.0,78.58,168935756#0,0.0
75548.0,75549.0,9.54,76.19,168935757#1,0.0
75552.0,75553.0,45.57,318.17,168937986,0.0
75564.0,75565.0,6.7,69.26,168943640#2,0.0
75576.0,75577.0,2.22,16.66,168945514,0.0
75582.0,75583.0,2.82,17.94,168945518,0.0
75584.0,75585.0,10.69,75.64,168945693#0,0.0
75586.0,75587.0,13.98,100.31,168945693#1,0.0
75598.0,75599.0,3.82,30.71,168945697#1,0.0
75600.0,75601.0,13.85,185.7,168945699#1,0.0
75602.0,75603.0,14.3,125.06,168945699#2,0.0
75604.0,75605.0,11.01,136.28,168945700#4,0.0
75606.0,75607.0,10.87,90.68,168945700#5,0.0
75608.0,75609.0,18.17,208.75,168945700#9,0.0
75610.0,75611.0,26.47,204.18,168978745,0.0
75612.0,75613.0,11.08,79.83,168978746,0.0
75640.0,75641.0,10.03,105.38,169017106#1,0.0
75642.0,75643.0,8.09,129.13,169019463,0.0
75644.0,75645.0,63.43,1386.83,169019464,0.0
75646.0,75647.0,2.13,5.56,169019465#0,0.0
75648.0,75649.0,2.82,2.23,169019466#0,0.0
75650.0,75651.0,1.03,2.99,169019466#1,0.0
75652.0,75653.0,1.28,5.37,169019466#2,0.0
75656.0,75657.0,21.09,141.2,16902534#0,0.0
75658.0,75659.0,8.76,59.05,16902534#1,0.0
75660.0,75661.0,15.82,104.14,16902534#2,0.0
75672.0,75673.0,0.8,3.76,169028499#2,0.0
75674.0,75675.0,2.25,24.57,169028503#2,0.0
75680.0,75681.0,6.91,88.77,169076541#1,0.0
75682.0,75683.0,7.42,95.39,169076541#2,0.0
75684.0,75685.0,113.94,2212.9,169076546,0.0
75688.0,75689.0,7.45,83.59,169076556,0.0
75692.0,75693.0,9.88,34.34,169079398#0,0.0
75694.0,75695.0,41.5,548.97,169079399,0.0
75696.0,75697.0,29.79,390.88,169079400,0.0
75700.0,75701.0,7.92,58.0,169091152,0.0
75704.0,75705.0,38.55,502.26,169091162,0.0
75706.0,75707.0,7.72,65.1,169195795#0,0.0
75708.0,75709.0,10.41,125.4,169195795#3,0.0
75710.0,75711.0,2.32,29.65,169195795#4,0.0
75712.0,75713.0,20.5,112.62,169195795#5,0.0
75714.0,75715.0,6.93,76.69,169201614#0,0.0
75716.0,75717.0,5.57,87.81,169201615,0.0
75720.0,75721.0,4.52,73.9,169208566,0.0
75724.0,75725.0,4.5,49.33,169208569,0.0
75736.0,75737.0,3.59,31.41,16931561,0.0
75738.0,75739.0,17.06,214.86,169319618#2,0.0
75744.0,75745.0,26.88,181.67,16942789#2,0.0
75750.0,75751.0,7.61,72.64,16942869,0.0
75752.0,75753.0,3.53,30.27,16943616,0.0
75754.0,75755.0,10.28,47.9,169457592#0,0.0
75756.0,75757.0,14.38,119.36,169459736#0,0.0
75766.0,75767.0,4.58,35.34,169523599,0.0
